factor_id,original_source,formula_semantic_summary,existing_family,existing_mechanism,proposed_economic_theme,proposed_subtheme,raw_eligibility,composite_eligibility,direction_authority_status,horizon_window,measurement_type,unit_dimension,dated_availability,authoritative_semantics,known_accepted_residual,semantic_resolved,unresolved_status,source_reference,exact_duplicate_group,exact_relation_scope,dense_lag_family,dense_lag,candidate_representative_role,candidate_composite_role,candidate_hybrid_role,inclusion_exclusion_reason,coverage_scope,full_coverage,worst_era_coverage,coverage_A,coverage_B,coverage_C,coverage_D,infinite_fraction,legacy_cluster_id_0_7,legacy_cluster_id_0_85,legacy_cluster_id_0_95,legacy_cluster_id_0_995
alpha158_MA20,alpha158,"Qlib Alpha158 expression: Mean($close, 20)/$close",RiskLottery,alpha158_ma,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,e7b56d64b308b6a6b331,b3cff2ec39c6610409a0,c5c2279889353b96306d
alpha158_MA30,alpha158,"Qlib Alpha158 expression: Mean($close, 30)/$close",RiskLottery,alpha158_ma,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_30,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,760344d19d910c88a231,9c705929f3daf5f4d669,21af19e53c7b130cc690
alpha158_MA5,alpha158,"Qlib Alpha158 expression: Mean($close, 5)/$close",RiskLottery,alpha158_ma,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_5,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,4d67c4edaacfd610ed74,2cf2e4c7943d89b5b2db,e4b08206906026a54081,5a1294d667e1e4495db8
alpha158_MA60,alpha158,"Qlib Alpha158 expression: Mean($close, 60)/$close",RiskLottery,alpha158_ma,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_60,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,084d1953fa6e95c9d420,2cd8ec2f71b681c8a2d8,f54e5e62df1e43ff212a,9226cf5da77330476c1d
alpha158_MAX5,alpha158,"Qlib Alpha158 expression: Max($high, 5)/$close",RiskLottery,alpha158_max,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_5,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,d5f57684274e9e6b64f9,f1260a1077021ff345c4,4e31f53de96f4fe76409,6ac3d5e9ccb70d974bcb
alpha158_MIN10,alpha158,"Qlib Alpha158 expression: Min($low, 10)/$close",RiskLottery,alpha158_min,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_10,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,ed238e002c5beff52395,0ea75c2af358cad5a82c,7eddb9d31590178b5e79,82bcce09bc2024dba8bd
alpha158_MIN20,alpha158,"Qlib Alpha158 expression: Min($low, 20)/$close",RiskLottery,alpha158_min,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,57eec38f5d9f31f5a342,acac013a5a2e88814f49,ff382c63050eae78fd72,2a6ff4627ffc914b3150
alpha158_MIN30,alpha158,"Qlib Alpha158 expression: Min($low, 30)/$close",RiskLottery,alpha158_min,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_30,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,57eec38f5d9f31f5a342,acac013a5a2e88814f49,4bc4fecdde240cfdaf85,c51c9e7c70356696ffeb
alpha158_MIN5,alpha158,"Qlib Alpha158 expression: Min($low, 5)/$close",RiskLottery,alpha158_min,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_5,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,ed238e002c5beff52395,9bd859cd4f410c55cb68,b703bc6e3ba9f1ff132b,001c3dcf6b9a48f57a67
alpha158_MIN60,alpha158,"Qlib Alpha158 expression: Min($low, 60)/$close",RiskLottery,alpha158_min,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_60,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,57eec38f5d9f31f5a342,d19a1d0786470217e2b9,7e3a42ece612bc550b0a,19268328b54e82b3c381
alpha158_QTLD10,alpha158,"Qlib Alpha158 expression: Quantile($close, 10, 0.2)/$close",RiskLottery,alpha158_qtld,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_10,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,1e4d503306f15d3a7192,b855fce0089e165b279c,d4bfc5abb71b2854488c,fb7557c9568196899c11
alpha158_QTLD20,alpha158,"Qlib Alpha158 expression: Quantile($close, 20, 0.2)/$close",RiskLottery,alpha158_qtld,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,333854b667bd90f28686,d18607793b10513d7c92,70d695c0466b6ce16dfe
alpha158_QTLD30,alpha158,"Qlib Alpha158 expression: Quantile($close, 30, 0.2)/$close",RiskLottery,alpha158_qtld,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_30,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,333854b667bd90f28686,72be48e7eef52752b78b,441d65ed10f07afea38c
alpha158_QTLD5,alpha158,"Qlib Alpha158 expression: Quantile($close, 5, 0.2)/$close",RiskLottery,alpha158_qtld,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_5,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,4d67c4edaacfd610ed74,2cf2e4c7943d89b5b2db,4f4724d28de02af01da1,ff47388823cb8e7f9d27
alpha158_QTLD60,alpha158,"Qlib Alpha158 expression: Quantile($close, 60, 0.2)/$close",RiskLottery,alpha158_qtld,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_60,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,57eec38f5d9f31f5a342,d19a1d0786470217e2b9,2ca59647a619fb84db87,83c3ab7fe46dbc2c850b
alpha158_QTLU20,alpha158,"Qlib Alpha158 expression: Quantile($close, 20, 0.8)/$close",RiskLottery,alpha158_qtlu,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,e7b56d64b308b6a6b331,ca20cc5e482d281d393b,268aa2b53f9b2846b8cb
alpha158_QTLU30,alpha158,"Qlib Alpha158 expression: Quantile($close, 30, 0.8)/$close",RiskLottery,alpha158_qtlu,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_30,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,760344d19d910c88a231,f2950e3f45a0089c790b,7e94364880118cb84fed
alpha158_QTLU60,alpha158,"Qlib Alpha158 expression: Quantile($close, 60, 0.8)/$close",RiskLottery,alpha158_qtlu,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_60,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,084d1953fa6e95c9d420,2cd8ec2f71b681c8a2d8,72e4754e1808c9711664,996c165a7ad99cefa71a
alpha158_RANK10,alpha158,"Qlib Alpha158 expression: Rank($close, 10)",RiskLottery,alpha158_rank,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_10,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,1e4d503306f15d3a7192,b855fce0089e165b279c,a0cc06e032968bdc3ccf,fb2a557bc098b77cc95a
alpha158_RANK20,alpha158,"Qlib Alpha158 expression: Rank($close, 20)",RiskLottery,alpha158_rank,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,window_20,ratio_or_normalized_statistic,ratio_or_normalized_statistic,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,,,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9677067317610882,0.9234135682342743,0.9636439327448553,0.9234135682342743,0.9875693606796438,0.9986855951963354,0.0,dc7dc4ccc1bcc1a729c0,49c8a41e8afed3ae75e4,7bfbfb8744bb215da763,684d40643479fe56cf83
