factor,source,economic_family,research_usable,block_reason,authoritative_semantics,primary_family,economic_subfamily,mechanism,intended_role,data_horizon,definition,active,review_status,numeric_verification
alpha158_RESI30,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Resi($close, 30)/$close",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RESI5,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Resi($close, 5)/$close",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RESI60,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Resi($close, 60)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_ROC10,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Ref($close, 10)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_ROC20,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Ref($close, 20)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_ROC30,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Ref($close, 30)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_ROC5,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Ref($close, 5)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_ROC60,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Ref($close, 60)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_RSQR10,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Rsquare($close, 10)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSQR20,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Rsquare($close, 20)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSQR30,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Rsquare($close, 30)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSQR5,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Rsquare($close, 5)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSQR60,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Rsquare($close, 60)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSV10,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,lottery_preference,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: ($close-Min($low, 10))/(Max($high, 10)-Min($low, 10)+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSV20,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,lottery_preference,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: ($close-Min($low, 20))/(Max($high, 20)-Min($low, 20)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_RSV30,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,lottery_preference,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: ($close-Min($low, 30))/(Max($high, 30)-Min($low, 30)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_RSV5,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,lottery_preference,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: ($close-Min($low, 5))/(Max($high, 5)-Min($low, 5)+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_RSV60,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,lottery_preference,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: ($close-Min($low, 60))/(Max($high, 60)-Min($low, 60)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_STD10,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($close, 10)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_STD20,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($close, 20)/$close",False,inherited_requires_reconciliation,not_yet_verified
alpha158_STD30,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($close, 30)/$close",False,inherited_requires_reconciliation,not_yet_verified
alpha158_STD5,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($close, 5)/$close",True,inherited_requires_reconciliation,not_yet_verified
alpha158_STD60,alpha158,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($close, 60)/$close",False,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMD10,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 10)-Sum(Greater(Ref($close, 1)-$close, 0), 10))/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMD20,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMD30,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMD5,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMD60,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMN10,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMN20,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMN30,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMN5,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMN60,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMP10,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMP20,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMP30,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMP5,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_SUMP60,alpha158,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_short_to_medium,"Qlib Alpha158 expression: Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_VMA10,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Mean($volume, 10)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VMA20,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Mean($volume, 20)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VMA30,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Mean($volume, 30)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VMA5,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Mean($volume, 5)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VMA60,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Mean($volume, 60)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSTD10,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($volume, 10)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSTD20,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($volume, 20)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSTD30,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($volume, 30)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSTD5,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($volume, 5)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSTD60,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: Std($volume, 60)/($volume+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSUMD10,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",False,inherited_requires_reconciliation,not_yet_verified
alpha158_VSUMD20,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
alpha158_VSUMD30,alpha158,Liquidity,True,,factor_universe_v2_lineage_accepted_semantics,LiquidityTrading,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,daily_short_to_medium,"Qlib Alpha158 expression: (Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",True,inherited_requires_reconciliation,not_yet_verified
