source,batch_id,name,category,source_project,source_file,source_function,source_commit,license,expected_direction,required_fields,labels,stage,enabled,runnable,compute_adapter,registry_name,notes,lineage_status,parent_v1_factor,canonical_replacement_for,evidence_tier,economic_family,economic_subfamily,candidate_status
alpha158,alpha158_001,alpha158_KSFT2,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high,$low","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KSFT2,Qlib Alpha158 expression: (2*$close-$high-$low)/($high-$low+1e-12),legacy_v1,alpha158_KSFT2,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KUP,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KUP,"Qlib Alpha158 expression: ($high-Greater($open, $close))/$open",legacy_v1,alpha158_KUP,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_001,alpha158_KUP2,alpha158_kbar,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high,$low,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_KUP2,"Qlib Alpha158 expression: ($high-Greater($open, $close))/($high-$low+1e-12)",legacy_v1,alpha158_KUP2,,A_or_B_legacy,TradingBehavior,PriceVolumeOrKbar,pre_network_data_correctness_candidate
alpha158,alpha158_002,alpha158_LOW0,alpha158_price_volume_lag,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_LOW0,Qlib Alpha158 expression: $low/$close,legacy_v1,alpha158_LOW0,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_MA10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_MA10,"Qlib Alpha158 expression: Mean($close, 10)/$close",legacy_v1,alpha158_MA10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_MA20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MA20,"Qlib Alpha158 expression: Mean($close, 20)/$close",legacy_v1,alpha158_MA20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_MA30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MA30,"Qlib Alpha158 expression: Mean($close, 30)/$close",legacy_v1,alpha158_MA30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_MA5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_MA5,"Qlib Alpha158 expression: Mean($close, 5)/$close",legacy_v1,alpha158_MA5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MA60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MA60,"Qlib Alpha158 expression: Mean($close, 60)/$close",legacy_v1,alpha158_MA60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MAX10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MAX10,"Qlib Alpha158 expression: Max($high, 10)/$close",legacy_v1,alpha158_MAX10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MAX20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MAX20,"Qlib Alpha158 expression: Max($high, 20)/$close",legacy_v1,alpha158_MAX20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MAX30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MAX30,"Qlib Alpha158 expression: Max($high, 30)/$close",legacy_v1,alpha158_MAX30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MAX5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MAX5,"Qlib Alpha158 expression: Max($high, 5)/$close",legacy_v1,alpha158_MAX5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MAX60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$high","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MAX60,"Qlib Alpha158 expression: Max($high, 60)/$close",legacy_v1,alpha158_MAX60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MIN10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MIN10,"Qlib Alpha158 expression: Min($low, 10)/$close",legacy_v1,alpha158_MIN10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MIN20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MIN20,"Qlib Alpha158 expression: Min($low, 20)/$close",legacy_v1,alpha158_MIN20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MIN30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MIN30,"Qlib Alpha158 expression: Min($low, 30)/$close",legacy_v1,alpha158_MIN30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MIN5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MIN5,"Qlib Alpha158 expression: Min($low, 5)/$close",legacy_v1,alpha158_MIN5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_MIN60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$low","label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_MIN60,"Qlib Alpha158 expression: Min($low, 60)/$close",legacy_v1,alpha158_MIN60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_003,alpha158_OPEN0,alpha158_price_volume_lag,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$open","label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_OPEN0,Qlib Alpha158 expression: $open/$close,legacy_v1,alpha158_OPEN0,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLD10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLD10,"Qlib Alpha158 expression: Quantile($close, 10, 0.2)/$close",legacy_v1,alpha158_QTLD10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLD20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLD20,"Qlib Alpha158 expression: Quantile($close, 20, 0.2)/$close",legacy_v1,alpha158_QTLD20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLD30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLD30,"Qlib Alpha158 expression: Quantile($close, 30, 0.2)/$close",legacy_v1,alpha158_QTLD30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLD5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLD5,"Qlib Alpha158 expression: Quantile($close, 5, 0.2)/$close",legacy_v1,alpha158_QTLD5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLD60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLD60,"Qlib Alpha158 expression: Quantile($close, 60, 0.2)/$close",legacy_v1,alpha158_QTLD60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLU10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLU10,"Qlib Alpha158 expression: Quantile($close, 10, 0.8)/$close",legacy_v1,alpha158_QTLU10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLU20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLU20,"Qlib Alpha158 expression: Quantile($close, 20, 0.8)/$close",legacy_v1,alpha158_QTLU20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLU30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLU30,"Qlib Alpha158 expression: Quantile($close, 30, 0.8)/$close",legacy_v1,alpha158_QTLU30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLU5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLU5,"Qlib Alpha158 expression: Quantile($close, 5, 0.8)/$close",legacy_v1,alpha158_QTLU5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_QTLU60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_QTLU60,"Qlib Alpha158 expression: Quantile($close, 60, 0.8)/$close",legacy_v1,alpha158_QTLU60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_RANK10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RANK10,"Qlib Alpha158 expression: Rank($close, 10)",legacy_v1,alpha158_RANK10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_RANK20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RANK20,"Qlib Alpha158 expression: Rank($close, 20)",legacy_v1,alpha158_RANK20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_RANK30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RANK30,"Qlib Alpha158 expression: Rank($close, 30)",legacy_v1,alpha158_RANK30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_004,alpha158_RANK60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RANK60,"Qlib Alpha158 expression: Rank($close, 60)",legacy_v1,alpha158_RANK60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_RESI10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RESI10,"Qlib Alpha158 expression: Resi($close, 10)/$close",legacy_v1,alpha158_RESI10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_RESI20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RESI20,"Qlib Alpha158 expression: Resi($close, 20)/$close",legacy_v1,alpha158_RESI20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_RESI30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RESI30,"Qlib Alpha158 expression: Resi($close, 30)/$close",legacy_v1,alpha158_RESI30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_RESI5,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RESI5,"Qlib Alpha158 expression: Resi($close, 5)/$close",legacy_v1,alpha158_RESI5,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_RESI60,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_remaining138_v4_batch_passed,True,True,qlib_expression_frame_v1,alpha158_RESI60,"Qlib Alpha158 expression: Resi($close, 60)/$close",legacy_v1,alpha158_RESI60,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_ROC10,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_ROC10,"Qlib Alpha158 expression: Ref($close, 10)/$close",legacy_v1,alpha158_ROC10,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_ROC20,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_ROC20,"Qlib Alpha158 expression: Ref($close, 20)/$close",legacy_v1,alpha158_ROC20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
alpha158,alpha158_005,alpha158_ROC30,alpha158_rolling_price,qlib_alpha158,qlib/contrib/data/loader.py,Alpha158DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,$close,"label_10d_t1,label_20d_t1",alpha158_first20_v4_smoke_passed,True,True,qlib_expression_frame_v1,alpha158_ROC30,"Qlib Alpha158 expression: Ref($close, 30)/$close",legacy_v1,alpha158_ROC30,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
