factor,proposal_role_0_7,proposed_representative_0_7,representation_sign_0_7,reason_0_7,all_views_comparable_peers_0_7,unknown_pair_count_0_7,proposal_role_0_85,proposed_representative_0_85,representation_sign_0_85,reason_0_85,all_views_comparable_peers_0_85,unknown_pair_count_0_85,proposal_role_0_95,proposed_representative_0_95,representation_sign_0_95,reason_0_95,all_views_comparable_peers_0_95,unknown_pair_count_0_95,proposal_role_0_995,proposed_representative_0_995,representation_sign_0_995,reason_0_995,all_views_comparable_peers_0_995,unknown_pair_count_0_995,mechanism,horizon,formula_units,replacement_hold_reason,canonical_representation_proposal,registration_status,user_decision,replacement_authority
alpha158_RANK60,retain_semantic_or_horizon_variant,alpha158_RANK60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_RANK60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha158_RANK60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_RANK60,1.0,Singleton is not evidence of independence,480,13,alpha158_rank,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_RESI60,retain_semantic_or_horizon_variant,alpha158_RESI60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha158_RESI60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_RESI60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_RESI60,1.0,Singleton is not evidence of independence,480,13,alpha158_resi,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_ROC10,retain_semantic_or_horizon_variant,alpha158_ROC10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_roc,window_10,ratio_or_normalized_statistic,,alpha158_ROC10,registered_development_sample_equality_identity_preserved,pending,none_proposal_only
alpha158_ROC20,retain_semantic_or_horizon_variant,alpha158_ROC20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_roc,window_20,ratio_or_normalized_statistic,,alpha158_ROC20,registered_development_sample_equality_identity_preserved,pending,none_proposal_only
alpha158_ROC30,retain_semantic_or_horizon_variant,alpha158_ROC30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_roc,window_30,ratio_or_normalized_statistic,,alpha158_ROC30,registered_development_sample_equality_identity_preserved,pending,none_proposal_only
alpha158_ROC5,retain_semantic_or_horizon_variant,alpha158_ROC5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_roc,window_5,ratio_or_normalized_statistic,,alpha158_ROC5,registered_development_sample_equality_identity_preserved,pending,none_proposal_only
alpha158_ROC60,retain_semantic_or_horizon_variant,alpha158_ROC60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_ROC60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_roc,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_RSV20,retain_semantic_or_horizon_variant,alpha158_RSV20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_RSV20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_RSV20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_RSV20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_rsv,window_20,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_RSV30,retain_semantic_or_horizon_variant,alpha158_RSV30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_RSV30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha158_RSV30,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_RSV30,1.0,Singleton is not evidence of independence,480,13,alpha158_rsv,window_30,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_RSV60,retain_semantic_or_horizon_variant,alpha158_RSV60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_RSV60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha158_RSV60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_RSV60,1.0,Singleton is not evidence of independence,480,13,alpha158_rsv,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_STD10,retain_unmerged_with_unknown_pairs,alpha158_STD10,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_STD10,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_STD10,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_STD10,1.0,Singleton is not evidence of independence,480,13,alpha158_std,window_10,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_STD5,retain_unmerged_with_unknown_pairs,alpha158_STD5,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_STD5,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_STD5,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,alpha158_STD5,1.0,Singleton is not evidence of independence,480,13,alpha158_std,window_5,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMD10,retain_semantic_or_horizon_variant,alpha158_SUMD10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumd,window_10,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMD20,retain_semantic_or_horizon_variant,alpha158_SUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumd,window_20,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMD30,retain_semantic_or_horizon_variant,alpha158_SUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumd,window_30,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMD60,retain_semantic_or_horizon_variant,alpha158_SUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumd,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMN10,retain_semantic_or_horizon_variant,alpha158_SUMN10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumn,window_10,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMN20,retain_semantic_or_horizon_variant,alpha158_SUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumn,window_20,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMN30,retain_semantic_or_horizon_variant,alpha158_SUMN30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumn,window_30,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMN60,retain_semantic_or_horizon_variant,alpha158_SUMN60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMN60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sumn,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMP10,retain_semantic_or_horizon_variant,alpha158_SUMP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sump,window_10,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMP20,retain_semantic_or_horizon_variant,alpha158_SUMP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sump,window_20,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMP30,retain_semantic_or_horizon_variant,alpha158_SUMP30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sump,window_30,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_SUMP60,retain_semantic_or_horizon_variant,alpha158_SUMP60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_SUMP60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_sump,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_VSUMD20,retain_semantic_or_horizon_variant,alpha158_VSUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_vsumd,window_20,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_VSUMD30,retain_semantic_or_horizon_variant,alpha158_VSUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD30,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_vsumd,window_30,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_VSUMD60,retain_semantic_or_horizon_variant,alpha158_VSUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMD60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_vsumd,window_60,ratio_or_normalized_statistic,,,,pending,none_proposal_only
alpha158_VSUMN20,retain_semantic_or_horizon_variant,alpha158_VSUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha158_VSUMN20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,alpha158_vsumn,window_20,ratio_or_normalized_statistic,,,,pending,none_proposal_only
