factor,canonical_factor_id,source,economic_family,primary_family,analysis_direction,direction_origin,rule_id,agreement,pass_count,backend_available_count,alphalens_candidate_status,jqfactor_candidate_status,qlib_candidate_status,alphalens_reasons,jqfactor_reasons,qlib_reasons,qlib_ic__mean,qlib_ic__valid_dates,annual_direction_agreement,alphalens_quantile_monotonicity_raw,alphalens_q5_minus_q1__mean,jqfactor_returns__mean,jqfactor_return_annual_direction_agreement,qlib_pearson__mean,qlib_long_short__mean,fdr_bh_q_value,fdr_by_q_value,ic_sample_coverage,direction_instability,regime_concentrated,warnings
alpha360_HIGH55,9e938fbcdd966697d135bb452d9ef606a45d31c2e2e1cb96e61847aaa2adaf05,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.059969411559556145,3361,0.8571428571428571,0.9999999999999999,0.009948431038451725,0.004711564322462789,0.7857142857142857,0.040400757020403424,0.004977570880756641,0.0012528455151405,0.0090427193914192,0.9303513921871425,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH56,689e6a1c4963d6917eb86f2a5f9606325d8fab109a2d6c879e0d2488cfd17655,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.05975542776284169,3361,0.8571428571428571,0.9999999999999999,0.009899139996770029,0.004695494883092869,0.7857142857142857,0.040249249749625356,0.0049564688315745405,0.0012528455151405,0.0090427193914192,0.9302892578891615,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH57,693351fedc39bdc15c13fe21576370bfd287d9c90b3ab49a19ad6b24fa5d5202,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.05945752037432248,3361,0.8571428571428571,0.9999999999999999,0.009787510667069472,0.004673432804773199,0.7857142857142857,0.040062211592175975,0.004897133327527217,0.0012528455151405,0.0090427193914192,0.9302256081204981,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH58,dab03c20a976e0700a63333f66a1c9e056271fd6667208add44d8c8bb6d6b936,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.05916064625069466,3361,0.8571428571428571,0.9999999999999999,0.009770874161656746,0.004646232976679896,0.7857142857142857,0.0398426053679587,0.004882837912235371,0.0012528455151405,0.0090427193914192,0.9301539263572176,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH59,7a5e43b26848800e9422dc703383db0bd74aeff62dd9998ffa35d0ef5a08aea9,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.05888803322724584,3361,0.8571428571428571,0.9999999999999999,0.009692765506644198,0.004617757587266252,0.7857142857142857,0.0396284568179018,0.0048491363441444425,0.0012528455151405,0.0090427193914192,0.9300972477536936,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH6,4265615f6ece62f9f5596741e4509d0aaff70366fcd1a282b7809848defdb731,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.023617720476186297,3361,0.9285714285714286,0.3,0.0057898805902611445,0.0029488080318961405,0.7142857142857143,0.022181021608433316,0.002896411449816059,0.0012528455151405,0.0090427193914192,0.939619707786943,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH7,729d6a0803bf73cd23d8ebbc7dd056254c2cfb8d6c91cad89888002e11cc9319,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.026842087206884937,3361,0.9285714285714286,0.39999999999999997,0.006304716725757516,0.0031781281051562553,0.7142857142857143,0.023969760847764435,0.003156682298171943,0.0012528455151405,0.0090427193914192,0.9391056601314519,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH8,805b4ce37e58d61903ee32a0184949799d1fe2499b9d09bbdaed6b0d5609cf57,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03016000126407913,3361,0.9285714285714286,0.39999999999999997,0.00695583833183726,0.0034462462151648617,0.7142857142857143,0.026015776792933428,0.003480853206722169,0.0012528455151405,0.0090427193914192,0.9386269229428622,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_HIGH9,5f1ecb133833a7f23aa9ceb8bb3c9c3bfee04b2cfb03a7df4bca0e4e59d725f7,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.033455503248725454,3361,1.0,0.39999999999999997,0.007573895845649821,0.003722630440421864,0.7142857142857143,0.028159128442392236,0.0037906202536627806,0.0012528455151405,0.0090427193914192,0.9381801621856725,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW0,88c278d330da607821c85d0c236f4327fcc5468557cfe164f2944ac600ad09de,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.040051236358124576,3361,1.0,0.09999999999999999,0.005030665997976635,0.005039964394514216,1.0,0.03672837951572809,0.0027466402173696625,0.0012528455151405,0.0090427193914192,0.9473208751540098,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW1,fd149a19320ff484e72c47848e8146bb725893c71e2f34a583a635c25b463c44,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03297566574772662,3361,1.0,0.3,0.005179722115024449,0.003824976641805595,0.9285714285714286,0.029971178204682494,0.0025950643356287243,0.0012528455151405,0.0090427193914192,0.9439672900807897,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW10,22c49fcc798002bd9de36518484f2d65ec9bb9b597cf156cb857fe22f721ba41,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.049973762177216115,3361,1.0,0.7,0.009410301985730037,0.004871598953539427,0.9285714285714286,0.03804848201484395,0.004708415337406156,0.0012528455151405,0.0090427193914192,0.9377682572541793,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW11,b2cdad59dbe8e20baa462cb3068d272d619b6c3f91bf3e0b74fdae7f37207d13,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.05255403487286279,3361,1.0,0.7,0.009917267038043225,0.005080501362138977,0.9285714285714286,0.03955542111968499,0.004961113925429962,0.0012528455151405,0.0090427193914192,0.937478196165556,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW12,2f0cb63f38259c84c7e41f342d7703b61f035f773995264f3778d1a4ff489ccc,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.05493922288001548,3361,1.0,0.7,0.010459690778730412,0.005278977871385661,0.9285714285714286,0.041060791613017546,0.005237868927999276,0.0012528455151405,0.0090427193914192,0.9371907113770931,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW13,ec40b48b213e0393c4f8445449888e5f1abe93aeafb17e7f2227c118e08d22c6,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.05723584800388767,3361,1.0,0.7,0.010941100784842273,0.005460455428026159,0.9285714285714286,0.04249373288241531,0.005477966547095554,0.0012528455151405,0.0090427193914192,0.9369035296827665,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW14,594b01c884846fec1f275a9582d7241f442f4a1b85552c3d8b1c1640511e4cbf,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.05938128657577405,3361,1.0,0.7,0.011346482874117748,0.0056316407989553665,0.9285714285714286,0.04387095113090966,0.005674514471201324,0.0012528455151405,0.0090427193914192,0.9366210459475556,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW15,aaaf05a92f1c32b9c1c609858223c084cce1a63528d75f8a42ad6b2dcd8ac777,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06104934441233742,3361,1.0,0.8999999999999998,0.011744844304260253,0.005742312292589227,0.9285714285714286,0.04491783122241143,0.005876918553164848,0.0012528455151405,0.0090427193914192,0.936344927189211,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW16,82aab8917435df009b9248075e0eab7eba83c87b2621ec85e5216dffbd551700,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06258195193076084,3361,1.0,0.8999999999999998,0.011890540368016365,0.005831884905083711,0.9285714285714286,0.04586388121726944,0.005948640831807471,0.0012528455151405,0.0090427193914192,0.936081993025804,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW17,36c47c3addc1f0c828453e1e62ac094efa2656267a91e77ad94d3a0fe337d63f,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06422966751189997,3361,1.0,0.8999999999999998,0.01213020390209028,0.005935722174089823,0.9285714285714286,0.046918081732220285,0.006068983302414332,0.0012528455151405,0.0090427193914192,0.9358242114627171,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW18,254a3df97b4d20a5f37d80d236a825f7bbf7cdd3f8b290d6d1e28f35c6126a32,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06568111241738037,3361,1.0,0.9999999999999999,0.012353046790190536,0.00602515382085173,0.9285714285714286,0.047776071553763254,0.006176563064351838,0.0012528455151405,0.0090427193914192,0.9355744618942474,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW19,2832d35ca6da491c64f325d026dfc37dc9ef14d93a29406a240473446a97ebe6,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06700730638057266,3361,1.0,0.9999999999999999,0.012532631978129472,0.006109433791654187,0.9285714285714286,0.048550344166883294,0.006277177966065493,0.0012528455151405,0.0090427193914192,0.9353401701267389,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW2,b05e971f2ef78cfb51c9c7180eb213a2c6811eb06465d7ed1a912f418fbf37f7,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.0343063999493021,3361,1.0,0.3,0.00607275805090517,0.00383371607904953,0.9285714285714286,0.029996104528915195,0.003036158788849462,0.0012528455151405,0.0090427193914192,0.9428362943104684,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW20,e8a4b5122f7ebcd24fe32e5e2148e8132f9652862a0e744bdcf62d4bf3e8df8e,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06812600304172424,3361,1.0,0.9999999999999999,0.012621529117290002,0.006158441956005599,0.9285714285714286,0.04911852378554621,0.006317079174642391,0.0012528455151405,0.0090427193914192,0.9351075453769809,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW21,a7127cc12855566180fd824c399c89226ca47bf28fcc410ae0df47ba7bb5c272,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06900702753274585,3361,1.0,0.9999999999999999,0.01276054492111043,0.006191991173210423,0.9285714285714286,0.04950992673093063,0.006388025167322985,0.0012528455151405,0.0090427193914192,0.9348914392576618,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW22,3e0e8474f6b5bfc97fc7188b15d6a38a9b9b764ea0fccda6300a6d167ea8cf6c,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06975767339183049,3361,1.0,0.9999999999999999,0.012970032403433588,0.006213562176854387,0.8571428571428571,0.04980712709644936,0.006491944931152585,0.0012528455151405,0.0090427193914192,0.934684122868301,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW23,102a17279da5de26c1591ad42901500e90c36e3b2b082482560f0a87bdeedf25,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.07031495261815371,3361,1.0,0.9999999999999999,0.01304101899325732,0.006226110006888186,0.7857142857142857,0.05004180323549186,0.0065274360496751505,0.0012528455151405,0.0090427193914192,0.9344725631610293,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_LOW24,4107fdff3012ac6b8fb0c859ebe5b20a1c478aa4dcd551f93b613605ccddf69b,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.07081391102204478,3361,1.0,0.9999999999999999,0.013101606851251174,0.00622962575587989,0.7857142857142857,0.050139922399688445,0.0065577471620782285,0.0012528455151405,0.0090427193914192,0.9342723694838762,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
