factor,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,warnings,secondary_universe_status,microcap_exposure_status,turnover_status,numeric_duplicate_clustering_status,auxiliary_10d_status
kunquant_alpha101_alpha096,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha096_canonical_vwap_v2,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha098,True,True,True,True,direction_instability;regime_concentrated;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha098_canonical_vwap_v2,True,True,True,True,direction_instability;regime_concentrated;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha099,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
kunquant_alpha101_alpha101,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_abnormal_turnover_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_accruals_to_assets,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_amihud_illiquidity_20,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_amount_momentum_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_asset_growth_yoy,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_book_leverage,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_book_to_market_pit,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_book_to_price,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_cash_ratio,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_cashflow_quality,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_cashflow_to_price_pit,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_cashflow_to_sales,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_current_ratio,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_dividend_yield_ttm,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_downside_volatility_60,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_earnings_to_price_pit,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_earnings_yield_ttm,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_extra_large_order_imbalance,True,True,True,False,direction_instability;regime_concentrated;low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_float_market_cap_ratio,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_gross_margin,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_gross_profitability,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_high_52w,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_idiosyncratic_volatility_60,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_institutional_flow_persistence_20,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_institutional_order_imbalance,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_intraday_return_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_large_order_imbalance,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_log_float_market_cap,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_log_total_market_cap,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_market_beta_60,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_max_daily_return_21,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_max_drawdown_60,True,True,True,True,direction_instability;regime_concentrated;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_medium_order_imbalance,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_momentum_12_1,True,True,True,True,direction_instability;regime_concentrated;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_net_flow_persistence_20,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_net_flow_persistence_5,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_net_flow_to_traded_amount,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_net_income_growth_yoy,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_net_margin,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_operating_cashflow_to_assets,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_operating_profitability,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_overall_order_imbalance,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_overnight_return_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_parkinson_volatility_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_realized_volatility_60,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_return_on_assets,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_return_skewness_60,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_revenue_growth_yoy,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_reversal_1m,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_sales_to_price_pit,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_sales_to_price_ttm,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_small_order_imbalance,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_turnover_mean_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_turnover_rate_free_float,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_turnover_volatility_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_volume_ratio,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_vwap_deviation,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
mature_vwap_deviation_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
max_drawdown_20,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ret_10,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ret_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ret_5,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
rev_20_exclude_5,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
rev_5,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
std_20,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_ao,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_kama,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_ppo,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_ppo_hist,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_ppo_signal,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_pvo,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_pvo_hist,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_pvo_signal,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_roc,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_rsi,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_stoch,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_stoch_rsi,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_stoch_rsi_d,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_stoch_rsi_k,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_stoch_signal,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_tsi,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_uo,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_momentum_wr,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_adx,True,True,True,True,direction_instability;regime_concentrated;low_sample_coverage;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_adx_neg,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_adx_pos,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_aroon_down,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_aroon_ind,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_aroon_up,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_cci,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_dpo,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_ema_fast,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_ema_slow,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_ichimoku_a,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_ichimoku_b,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_ichimoku_base,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_ichimoku_conv,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_kst,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_kst_diff,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_kst_sig,False,False,True,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_macd,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_macd_diff,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_macd_signal,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_mass_index,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_psar_down,True,False,True,False,direction_instability;low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_psar_down_indicator,False,False,False,True,by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_psar_up_indicator,True,True,False,False,direction_instability;regime_concentrated;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_sma_fast,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_sma_slow,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_stc,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_trix,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_vortex_ind_diff,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_vortex_ind_neg,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_trend_vortex_ind_pos,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_atr,True,False,True,False,direction_instability;low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbh,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbhi,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbl,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbli,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbm,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbp,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_bbw,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_dch,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_dcl,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_dcm,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_dcp,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_dcw,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_kcc,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_kch,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_kchi,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_kcl,True,False,False,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_kcli,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_kcw,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volatility_ui,True,True,False,True,direction_instability;regime_concentrated;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volume_adi,True,False,False,True,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volume_cmf,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
ta_volume_em,False,False,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run,not_run,not_run,not_run,not_run,not_run
