factor,source,canonical_factor_id,economic_family,economic_subfamily,agreement,pass_count,analysis_direction,qlib_ic__mean,annual_direction_agreement,worst_directional_era_mean,fdr_by_q_value,ic_sample_coverage,quantile_dates,alphalens_quantile_monotonicity_raw,alphalens_q1__mean,alphalens_q2__mean,alphalens_q3__mean,alphalens_q4__mean,alphalens_q5__mean,era_A_mean_raw,era_B_mean_raw,era_C_mean_raw,era_D_mean_raw,alphalens_reasons,jqfactor_reasons,qlib_reasons,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,review_recommendation,structural_group_hint,existing_flags,opposite_annual_periods,review_notes,reviewer,user_decision,scope,basis_rule_id
alpha158_CORR5,alpha158,739e37e0e8f4af319ed8f9448d2bcf66e7cec07e48c74dd72ceb37fcb94f4d7e,Liquidity,VolumeAmount,3/3,3,-1.0,-0.04788816997077663,1.0,0.025673571001624106,0.0090427193914192,0.9488528644669104,3361,-0.9999999999999999,0.01082052231482966,0.009095242445920752,0.007760233160650409,0.005506756159907731,0.0013915455992075678,-0.049406481670967554,-0.05864941700972268,-0.056100400356236084,-0.025673571001624106,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_CORR,none_of_four_existing_flags,,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_CORR60,alpha158,26fc550be58a30c0a0c33382c6501a4574dc5a4deced9e27bcfff897653ddb35,Liquidity,VolumeAmount,3/3,3,-1.0,-0.035270359344438416,0.7857142857142857,0.0040291451052539085,0.0090427193914192,0.9505241255355295,3361,-0.9999999999999999,0.00934470011417648,0.008862434750227069,0.007707602298114997,0.006355096566028106,0.002332456042482106,-0.03203674278223974,-0.04080562059264579,-0.0652185656155062,-0.0040291451052539085,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_CORR,none_of_four_existing_flags,2014;2021;2023,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_HIGH0,alpha158,a53222ac9f82e11710201f1de79085ec3dec2577c9f4dcc3250418e1458c4cd9,Liquidity,VolumeAmount,1/3,1,-1.0,-0.022581204962835496,0.9285714285714286,0.008863483541280734,0.0090427193914192,0.9473208751540098,3341,0.3,0.0041555097919703824,0.007886670545900497,0.008433997712059165,0.008017338534065615,0.004693578911430173,-0.008863483541280734,-0.029472204124032383,-0.018921211859006398,-0.04240107073580141,positive_directional_quantile_spread;directional_quantile_monotonicity_080,all_conditions_pass,positive_directional_long_short,False,False,False,False,降低连续Alpha研究优先级,alpha158_HIGH,none_of_four_existing_flags,2010,流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMAX10,alpha158,790e5c268ec7b3409867dd373d717dad55fe348e484a949864566d4ad3f96b44,VolatilityRisk,RollingRiskOrPriceState,0/3,0,-1.0,-0.017208696117161075,0.8571428571428571,0.009131587300349072,0.0174283059360687,0.9502207283049006,884,-0.3,7.37275396778334e-05,0.0019058267849303583,0.001929967884314668,0.0003690069539947603,-0.003910987109299616,-0.009131587300349072,-0.02000876963839141,-0.02344461658830576,-0.02150630951231756,absolute_mean_rank_ic_002;minimum_1260_quantile_dates;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_IMAX,none_of_four_existing_flags,2014;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMAX20,alpha158,4ea9cbbe3de7fa37fb94fd35c6d1add3f232509c504e2bfbd363eb4f5b5b00a2,VolatilityRisk,RollingRiskOrPriceState,3/3,3,-1.0,-0.03366720408104273,1.0,0.026629693398156476,0.0090427193914192,0.950411222969686,1964,-0.8999999999999998,0.004477651778521787,0.004819484761380225,0.003798623977036376,0.0022675097297354197,-0.0029736422514115416,-0.026629693398156476,-0.034693402262772934,-0.03307826344782971,-0.04510417268996949,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMAX,none_of_four_existing_flags,,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMAX30,alpha158,d016c6991d066fe9214dffbaf133fe1aa8e1050e5ba114668c2acc8b0dc506be,VolatilityRisk,RollingRiskOrPriceState,3/3,3,-1.0,-0.040153826343523685,1.0,0.03257288415951397,0.0090427193914192,0.9504885119744916,2459,-0.9999999999999999,0.005748143458073846,0.005734698289320429,0.004074104046772247,0.002125183318194849,-0.002174225007389385,-0.03306336298118986,-0.037387002460356,-0.03257288415951397,-0.06284267289886376,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMAX,none_of_four_existing_flags,,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMAX5,alpha158,46158c68c9636259f76232804a7d220fcd16ae25aabaee12984a04e8bbb7268a,VolatilityRisk,RollingRiskOrPriceState,incomplete,0,-1.0,-0.011838447342396719,0.8571428571428571,0.009025972430698465,0.0174283059360687,0.9498806566837561,0,,,,,,,-0.009025972430698465,-0.014334004640333,-0.013127410243145279,-0.012670730217779458,unavailable:positive_directional_quantile_spread;unavailable:directional_quantile_monotonicity_080;absolute_mean_rank_ic_002;minimum_1260_quantile_dates,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,证据不完整且现有规则不支持优先推进,alpha158_IMAX,none_of_four_existing_flags,2014;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMAX60,alpha158,2f7b70ce7daddb26216d5e26efb36117cc77f66bc117c2fb917664a1febb9ee9,VolatilityRisk,RollingRiskOrPriceState,2/3,2,-1.0,-0.031208654181578383,0.8571428571428571,0.02270107693623098,0.0090427193914192,0.9506086887996108,2989,-0.6,0.005556369285358653,0.007216703307188001,0.007714676678041444,0.004844689418081565,0.0007075077832955168,-0.02519393259996287,-0.03387172195887738,-0.02270107693623098,-0.04740798650875691,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_IMAX,none_of_four_existing_flags,2013;2017,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMIN10,alpha158,3c05a52484dbffe49a3533a1ecc1134acb05247ea987293805c6d9ab1053933f,VolatilityRisk,RollingRiskOrPriceState,0/3,0,1.0,0.019356745558986456,0.9285714285714286,0.013231045104043989,0.0090427193914192,0.9502207283049006,272,-0.9999999999999999,-0.005759999279941749,-0.007976735956126649,-0.009749184749562882,-0.010268122405502166,-0.01231440248368036,0.013231045104043989,0.030836094256249186,0.017416155040649778,0.019812423285241156,absolute_mean_rank_ic_002;minimum_1260_quantile_dates;positive_directional_quantile_spread;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_IMIN,none_of_four_existing_flags,2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMIN20,alpha158,941aef624dc215c9b48b466c6219e4f89dbb7b03322de5cd802be05ef0443596,VolatilityRisk,RollingRiskOrPriceState,2/3,2,1.0,0.032860021567712734,0.9285714285714286,0.021541191994938414,0.0090427193914192,0.950411222969686,889,0.39999999999999997,-0.0066748627845466275,-0.005572251024978782,-0.004333482391126142,-0.0027053643931339248,-0.0056703160455694,0.021541191994938414,0.05318168129972998,0.02551903939414823,0.03850708352689862,minimum_1260_quantile_dates;directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_IMIN,none_of_four_existing_flags,2013,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMIN30,alpha158,f4b10f7d27e5b3dcbbdcc0363c4d501a5bdab5cfd4dd518bca8812fc333f2deb,VolatilityRisk,RollingRiskOrPriceState,3/3,3,1.0,0.03601749392413308,0.8571428571428571,0.021350636932245964,0.0090427193914192,0.9504885119744916,1284,0.8999999999999998,-0.003265102760223109,-0.002564204193804239,-0.0006390313780389731,0.0005978512282801063,-0.0004660698401077946,0.022728155170915046,0.05243332930562162,0.021350636932245964,0.05661890360885985,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMIN,none_of_four_existing_flags,2013;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMIN5,alpha158,1f18d3c13e605f0be55588333b18776f4b0db7e2e2a39247c97ece3aa823147a,VolatilityRisk,RollingRiskOrPriceState,0/3,0,1.0,0.013078847472646277,0.8571428571428571,0.010582928227173053,0.0090427193914192,0.9498806566837561,1,0.3,0.04229036777575809,0.0575636138197097,0.05653730309910906,0.016655727294415543,0.06522559694939153,0.013298283881412144,0.01742615814263185,0.010774874789381866,0.010582928227173053,absolute_mean_rank_ic_002;minimum_1260_quantile_dates;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_IMIN,none_of_four_existing_flags,2014;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMIN60,alpha158,52191f95e978d5b3cbeaf421422cd1313e8e123a57e182af14d4090b71dacdf4,VolatilityRisk,RollingRiskOrPriceState,3/3,3,1.0,0.028980225629225528,0.8571428571428571,0.008100861941584539,0.0090427193914192,0.9506086887996108,2023,0.8999999999999998,0.004393673272292825,0.0034118841221680834,0.005769833120234015,0.007165372791826164,0.00943523520397386,0.015445243732855352,0.03429575863528082,0.008100861941584539,0.06792951562060667,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMIN,none_of_four_existing_flags,2013;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMXD10,alpha158,419fa68cbc291e2ebd2d8f859d122bfa08a08079e7274f2418cdee71c0038233,VolatilityRisk,RollingRiskOrPriceState,0/3,0,-1.0,-0.019863872184211828,0.8571428571428571,0.011916588667572363,0.0174283059360687,0.9502207283049006,2665,-0.3,0.0028611991688808035,0.0033149590755316453,0.0035472709871849977,0.0029115804542716103,-9.744178643865024e-05,-0.011916588667572363,-0.029021045766362906,-0.021308922520904265,-0.022304624914283807,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_IMXD,none_of_four_existing_flags,2014;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMXD20,alpha158,ed87b1efc4dfe8fe4897b40f7c8a74ca733663ee8ecd40d7337bfd16dad8ffaa,VolatilityRisk,RollingRiskOrPriceState,3/3,3,-1.0,-0.040186407614739246,1.0,0.030278554045013412,0.0090427193914192,0.950411222969686,2984,-0.9999999999999999,0.00984823306312465,0.00943162534532261,0.00888538831387704,0.006377476895545533,0.001684165588228024,-0.030278554045013412,-0.05301368884007008,-0.036404134701743564,-0.04753989016180384,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMXD,none_of_four_existing_flags,,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMXD30,alpha158,4604294f336e2ba31773b4092be51a07c4bb640f770a35baf3aa982f4688ca24,VolatilityRisk,RollingRiskOrPriceState,3/3,3,-1.0,-0.04842011505522426,1.0,0.03687012127583174,0.0090427193914192,0.9504885119744916,2923,-0.9999999999999999,0.01244440808386353,0.010906072806936774,0.00955298872585918,0.007224155826622193,0.0024648556860586983,-0.03687012127583174,-0.05660197623401611,-0.03838597006203722,-0.06982938706792423,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMXD,none_of_four_existing_flags,,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMXD5,alpha158,6ba78e86a260e7c148017655b58f54ad39813cfadff377c91d8b5c9964194491,VolatilityRisk,RollingRiskOrPriceState,0/3,0,-1.0,-0.013301705424818214,0.8571428571428571,0.011833441364304666,0.0256560875756547,0.9498806566837561,1154,0.09999999999999999,-0.000993626953815128,0.0008805597919316641,0.0003718555681167869,0.0007831498187060121,-0.0003257325372565112,-0.011833441364304666,-0.017310594902746765,-0.01251838835483243,-0.012436200307875695,absolute_mean_rank_ic_002;minimum_1260_quantile_dates;positive_directional_quantile_spread;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha158_IMXD,none_of_four_existing_flags,2014;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_IMXD60,alpha158,5a28c7cbf637ff0a9fd27a991305a2ed01d6eb0a8d77fcaaa2f98902cb3d04ac,VolatilityRisk,RollingRiskOrPriceState,3/3,3,-1.0,-0.03838556343482851,0.8571428571428571,0.019238578528778603,0.0090427193914192,0.9506086887996108,2653,-0.9999999999999999,0.011151052600978728,0.010868355884105112,0.010517680378021775,0.008767821921108188,0.003614586775502147,-0.028495641403325726,-0.044772925238967004,-0.019238578528778603,-0.06827285397926175,all_conditions_pass,all_conditions_pass,all_conditions_pass,False,False,False,False,保留研究价值_待去重与暴露检查,alpha158_IMXD,none_of_four_existing_flags,2013;2020,需区分风险暴露与独立Alpha；家族名不能替代公式审查。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_KLEN,alpha158,786e4af6f66313ad0fdb1c94a5cefdd6e1a72f6cede4d6a569375c7cc82ff0de,TradingBehavior,PriceVolumeOrKbar,2/3,2,-1.0,-0.05500647075809815,1.0,0.03597202076917471,0.0090427193914192,0.9473208751540098,3357,-0.3,0.0064283537418075055,0.008644931272726338,0.00888730777438538,0.007986571686401432,0.0017495707530745547,-0.03597202076917471,-0.06871795287098417,-0.04910899773334192,-0.07905243285190147,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_KLEN,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha158_KLOW,alpha158,205cca5a5a3dbc8184f2ec0dff21b36bfa13e62b9fd2259b5e4af2d22624c2e7,TradingBehavior,PriceVolumeOrKbar,2/3,2,-1.0,-0.03505179794015457,1.0,0.02476484239093181,0.0090427193914192,0.9473208751540098,3159,-0.7,0.006901291681324682,0.00726333878953791,0.0069673786153415145,0.006221528209845335,0.002169703509537798,-0.03098778012270338,-0.04506300718963206,-0.02476484239093181,-0.042175941901251374,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha158_KLOW,none_of_four_existing_flags,,按冻结原生指标审阅；经济解释暂沿用描述性元数据，尚未证实独立增量或交易价值。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
